ValidStart,hasDry,lag1,lag2
2018-06-26,33.47380863622243,31.5666200683442,31.013802423112764
2018-07-03,33.309869524697135,33.47380863622243,31.5666200683442
2018-07-10,33.31474370922649,33.309869524697135,33.47380863622243
2018-07-17,35.15262814538675,33.31474370922649,33.309869524697135
2018-07-24,38.4807797452625,35.15262814538675,33.31474370922649
2018-07-31,38.53365641503571,38.4807797452625,35.15262814538675
2018-08-07,37.85474681578135,38.53365641503571,38.4807797452625
2018-08-14,41.0234016775396,37.85474681578135,38.53365641503571
2018-08-21,39.360307548928205,41.0234016775396,37.85474681578135
2018-08-28,37.67856787822304,39.360307548928205,41.0234016775396
2018-09-04,34.96552656104381,37.67856787822304,39.360307548928205
2018-09-11,29.92777260018637,34.96552656104381,37.67856787822304
2018-09-18,29.62863000931964,29.92777260018637,34.96552656104381
2018-09-25,27.213855234544862,29.62863000931964,29.92777260018637
2018-10-02,26.379583721652672,27.213855234544862,29.62863000931964
2018-10-09,23.803364398881627,26.379583721652672,27.213855234544862
2018-10-16,17.788518173345757,23.803364398881627,26.379583721652672
2018-10-23,17.768527493010257,17.788518173345757,23.803364398881627
2018-10-30,15.904787200994086,17.768527493010257,17.788518173345757
2018-11-06,14.486175831003406,15.904787200994086,17.768527493010257
2018-11-13,14.21461323392358,14.486175831003406,15.904787200994086
2018-11-20,13.535312208760486,14.21461323392358,14.486175831003406
2018-11-27,14.259220254737496,13.535312208760486,14.21461323392358
2018-12-04,12.851606088847479,14.259220254737496,13.535312208760486
2018-12-11,13.022767940354145,12.851606088847479,14.259220254737496
2018-12-18,14.036166511338934,13.022767940354145,12.851606088847479
2018-12-25,14.824464119291703,14.036166511338934,13.022767940354145
2019-01-01,12.687493010251627,14.824464119291703,14.036166511338934
2019-01-08,12.750403852127997,12.687493010251627,14.824464119291703
2019-01-15,13.04245728487108,12.750403852127997,12.687493010251627
2019-01-22,12.92291705498602,13.04245728487108,12.750403852127997
2019-01-29,12.288685927306622,12.92291705498602,13.04245728487108
2019-02-05,12.549145697421556,12.288685927306622,12.92291705498602
2019-02-12,14.159478098788448,12.549145697421556,12.288685927306622
2019-02-19,14.02787822305064,14.159478098788448,12.549145697421556
2019-02-26,13.878164026095064,14.02787822305064,14.159478098788448
2019-03-05,13.7589251320286,13.878164026095064,14.02787822305064
